Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock,mid_level_category
devotion,devotion,4.14,Noun,8,7,3,devotion,11.78,1.0,11.78,1.0,,,,,unknown_noun
diligent,diligent,0.78,Adjective,8,8,3,diligent,11.78,1.0,11.78,1.0,,,,,quality
dotter,dotter,0.02,Noun,6,4,2,dotter,11.78,0.5,11.78,0.5,,,,,unknown_noun
drivable,drivable,0.02,Adjective,8,8,3,drivable,11.78,1.0,11.78,1.0,,,,,adj_other
exasperation,exasperation,0.02,Noun,12,11,5,exasperation,11.78,0.95,11.78,0.95,,11.34,,,unknown_noun
excruciate,excruciate,0.02,Noun,10,10,4,excruciate,11.78,0.9,11.78,0.9,,,,,unknown_noun
exhilarated,exhilarated,0.45,Adjective,11,10,5,exhilarated,11.78,1.0,11.78,1.0,,,,,quality
extremist,extremist,0.37,Adjective,9,10,3,extremist,11.78,1.0,11.78,1.0,,,,,quality
farrier,farrier,0.06,Noun,7,5,3,farrier,11.78,0.43,11.78,0.43,,,,,unknown_noun
flam,flam,0.02,Verb,4,4,1,flam,11.78,0.45,11.78,0.45,,,,,verb_other
foremost,foremost,1.69,Adjective,8,7,2,foremost,11.78,1.0,11.78,1.0,,,,,quality
forwarding,forwarding,1.1,Adjective,10,8,3,forwarding,11.78,0.95,11.78,0.95,,,,,adj_other
fumigate,fumigate,0.14,Verb,8,8,3,fumigate,11.78,1.0,11.78,1.0,,,,,perception
goatee,goatee,1.06,Noun,6,4,2,goatee,11.78,1.0,11.78,1.0,,,,11.29,unknown_noun
gravitational,gravitational,1.12,Adjective,13,12,5,gravitational,11.78,1.0,11.78,1.0,,,,,relational_adj
grotesque,grotesque,1.57,Adjective,9,7,2,grotesque,11.78,0.95,11.78,0.95,,,,12.75,quality
homo,homo,3.71,Noun,4,4,2,homo,11.78,1.0,11.78,1.0,,,,,unknown_noun
ironic,ironic,6.12,Adjective,6,6,3,ironic,11.78,1.0,11.78,1.0,,,,,quality
jobholder,jobholder,,,9,8,3,jobholder,11.78,0.9,11.78,0.9,,,,,
locality,locality,0.12,Noun,8,8,4,locality,11.78,1.0,11.78,1.0,,,,,unknown_noun
luminary,luminary,0.1,Noun,8,8,4,luminary,11.78,1.0,11.78,1.0,,,,,unknown_noun
mainstay,mainstay,0.18,Noun,8,6,2,mainstay,11.78,1.0,11.78,1.0,,,,,unknown_noun
mindset,mindset,0.35,Noun,7,7,2,mindset,11.78,1.0,11.78,1.0,,,,,unknown_noun
mortify,mortify,0.14,Verb,7,7,3,mortify,11.78,0.95,11.78,0.95,,,,,verb_other
nationalization,nationalisation,0.04,Noun,15,13,6,nationalization,11.78,1.0,11.78,1.0,,,,,unknown_noun
noblewoman,noblewoman,0.04,Noun,10,10,4,noblewoman,11.78,1.0,11.78,1.0,,,,,unknown_noun
nonexistence,nonexistence,0.12,Noun,12,12,4,nonexistence,11.78,1.0,11.78,1.0,,,,,unknown_noun
nonresidential,non-residential,0.02,Adjective,14,13,5,nonresidential,11.78,1.0,11.78,1.0,,,,,quality
octagonal,octagonal,0.12,Adjective,9,9,4,octagonal,11.78,0.95,11.78,0.95,,,,,relational_adj
orientation,orientation,2.43,Noun,11,10,5,orientation,11.78,1.0,11.78,1.0,,,,,unknown_noun
outset,outset,0.31,Noun,6,5,2,outset,11.78,1.0,11.78,1.0,,10.03,,,unknown_noun
outthink,outthink,0.27,Verb,8,6,2,outthink,11.78,0.95,11.78,0.95,,,,,verb_other
overexposed,overexposed,0.1,Adjective,11,10,4,overexposed,11.78,1.0,11.78,1.0,,,,,adj_other
pentangle,pentangle,0.04,Noun,9,9,3,pentangle,11.78,0.5,11.78,0.5,,,,,unknown_noun
pesthole,pesthole,0.04,Noun,8,7,2,pesthole,11.78,0.5,11.78,0.5,,,,,unknown_noun
preposterous,preposterous,3.04,Adjective,12,10,4,preposterous,11.78,0.95,11.78,0.95,,,,,quality
prospector,prospector,0.59,Noun,10,9,3,prospector,11.78,1.0,11.78,1.0,,,,,unknown_noun
prostitute,prostitute,7.55,Noun,10,9,3,prostitute,11.78,1.0,11.78,1.0,,,,,unknown_noun
regulate,regulate,0.76,Verb,8,8,3,regulate,11.78,1.0,11.78,1.0,,,,,cognition_action
sear,sear,0.22,Verb,4,3,1,sear,11.78,1.0,11.78,1.0,,,11.56,,change
sidearm,sidearm,0.45,Noun,7,6,2,sidearm,11.78,0.95,11.78,0.95,,,,,unknown_noun
speculator,speculator,0.1,Noun,10,10,4,speculator,11.78,1.0,11.78,1.0,,,,,unknown_noun
strife,strife,1.67,Noun,6,5,1,strife,11.78,0.96,11.78,0.96,,11.47,11.02,,unknown_noun
swanky,swanky,0.25,Adjective,6,6,2,swanky,11.78,0.86,11.78,0.86,,,,,quality
tedious,tedious,1.43,Adjective,7,6,3,tedious,11.78,1.0,11.78,1.0,,11.79,,,quality
trivial,trivial,1.82,Adjective,7,7,3,trivial,11.78,0.95,11.78,0.95,,,,,quality
underrated,underrated,0.57,Adjective,10,9,4,underrated,11.78,1.0,11.78,1.0,,,,,adj_other
uniformity,uniformity,0.08,Noun,10,11,5,uniformity,11.78,1.0,11.78,1.0,,,,,unknown_noun
upwind,upwind,0.35,Noun,6,6,2,upwind,11.78,0.95,11.78,0.95,,,,,unknown_noun
vaporization,vaporisation,0.02,Noun,12,10,5,vaporization,11.78,1.0,11.78,1.0,,,,,unknown_noun
vindicate,vindicate,0.12,Verb,9,8,3,vindicate,11.78,1.0,11.78,1.0,,,,,communication
voicemail,voicemail,1.02,Noun,9,6,2,voicemail,11.78,1.0,11.78,1.0,,,,,unknown_noun
voltage,voltage,1.67,Noun,7,6,2,voltage,11.78,1.0,11.78,1.0,,,,10.04,unknown_noun
weariness,weariness,0.1,Noun,9,7,3,weariness,11.78,1.0,11.78,1.0,,,,,unknown_noun
virtually,virtually,4.1,Adverb,9,7,4,virtually,11.79,0.95,11.79,0.95,,,,,Adverb
acquirer,acquirer,0.02,Noun,8,6,4,acquirer,11.79,1.0,11.79,1.0,,,,,unknown_noun
acupuncture,acupuncture,0.73,Noun,11,10,4,acupuncture,11.79,1.0,11.79,1.0,,,,,unknown_noun
adapter,adapter,0.22,Noun,7,6,3,adapter,11.79,1.0,11.79,1.0,,,,,unknown_noun
adversity,adversity,1.06,Noun,9,8,4,adversity,11.79,1.0,11.79,1.0,,,,,unknown_noun
arsenal,arsenal,2.0,Noun,7,7,3,arsenal,11.79,1.0,11.79,1.0,,,,,unknown_noun
asset,asset,3.78,Noun,5,4,2,asset,11.79,1.0,11.79,1.0,,,,11.19,unknown_noun
atonement,atonement,0.35,Noun,9,8,3,atonement,11.79,0.9,11.79,0.9,,,,,unknown_noun
bargainer,bargainer,0.04,Noun,9,7,3,bargainer,11.79,1.0,11.79,1.0,,,,,unknown_noun
bistro,bistro,0.9,Noun,6,6,2,bistro,11.79,1.0,11.79,1.0,,,,11.49,unknown_noun
bluster,bluster,0.2,Noun,7,6,2,bluster,11.79,0.78,11.79,0.78,,,,,unknown_noun
bough,bough,0.29,Noun,5,2,1,bough,11.79,0.78,11.79,0.78,,,10.9,,unknown_noun
breakaway,breakaway,0.67,Adjective,9,7,3,breakaway,11.79,0.95,11.79,0.95,,,,,quality
breech,breech,0.69,Noun,6,4,1,breech,11.79,1.0,11.79,1.0,,,11.48,,unknown_noun
carbonic,carbonic,0.04,Adjective,8,8,3,carbonic,11.79,0.78,11.79,0.78,,,,,relational_adj
centralize,centralise,0.02,Verb,10,9,3,centralize,11.79,1.0,11.79,1.0,,,,,change
conformation,conformation,0.1,Noun,12,11,4,conformation,11.79,1.0,11.79,1.0,,,,,unknown_noun
dame,dame,13.76,Noun,4,3,1,dame,11.79,1.0,11.79,1.0,,10.6,10.25,,unknown_noun
domination,domination,1.55,Noun,10,9,4,domination,11.79,1.0,11.79,1.0,,10.96,,,unknown_noun
downbeat,downbeat,0.25,Noun,8,6,2,downbeat,11.79,1.0,11.79,1.0,,,,,unknown_noun
durable,durable,0.35,Adjective,7,7,3,durable,11.79,1.0,11.79,1.0,,,,,quality
elongate,elongate,0.02,Verb,8,7,3,elongate,11.79,1.0,11.79,1.0,,,,,change
emigrate,emigrate,0.27,Verb,8,7,3,emigrate,11.79,0.9,11.79,0.9,,,,,change
exhilarate,exhilarate,0.04,Verb,10,8,4,exhilarate,11.79,1.0,11.79,1.0,,,,,verb_other
featherhead,featherhead,0.06,Noun,11,7,3,featherhead,11.79,0.67,11.79,0.67,,,,,unknown_noun
flyspeck,flyspeck,0.08,Noun,8,7,2,flyspeck,11.79,0.74,11.79,0.74,,,,,unknown_noun
grandeur,grandeur,0.73,Noun,8,7,2,grandeur,11.79,0.78,11.79,0.78,,,,11.49,unknown_noun
grievance,grievance,0.9,Noun,9,7,2,grievance,11.79,1.0,11.79,1.0,,10.66,,11.49,unknown_noun
housewarming,housewarming,0.71,Adjective,12,8,3,housewarming,11.79,1.0,11.79,1.0,,,,,adj_other
inefficiency,inefficiency,0.31,Noun,12,10,5,inefficiency,11.79,1.0,11.79,1.0,,11.0,,,unknown_noun
inflexible,inflexible,0.16,Adjective,10,11,4,inflexible,11.79,1.0,11.79,1.0,,,,,quality
ingenuity,ingenuity,0.92,Noun,9,9,5,ingenuity,11.79,1.0,11.79,1.0,,,,,unknown_noun
interviewee,interviewee,0.08,Noun,11,8,4,interviewee,11.79,1.0,11.79,1.0,,,,,unknown_noun
invert,invert,0.12,Verb,6,5,2,invert,11.79,1.0,11.79,1.0,,,,,change
juke,juke,0.47,Noun,4,3,1,juke,11.79,0.86,11.79,0.86,,,,,unknown_noun
lance,lance,10.86,Noun,5,4,1,lance,11.79,1.0,11.79,1.0,,,10.8,,unknown_noun
landscaper,landscaper,0.37,Noun,10,9,3,landscaper,11.79,1.0,11.79,1.0,,,,,unknown_noun
licensing,licencing,0.22,Noun,9,8,3,licensing,11.79,1.0,11.79,1.0,,,,,unknown_noun
maximization,maximisation,0.02,Noun,12,12,5,maximization,11.79,1.0,11.79,1.0,,,,,unknown_noun
miscalculate,miscalculate,0.04,Verb,12,12,4,miscalculate,11.79,1.0,11.79,1.0,,,,,cognition_action
nonalcoholic,non-alcoholic,0.12,Adjective,12,12,5,nonalcoholic,11.79,1.0,11.79,1.0,,,,,quality
outpatient,outpatient,0.61,Noun,10,8,3,outpatient,11.79,1.0,11.79,1.0,,,,,unknown_noun
outwork,outwork,0.04,Noun,7,5,2,outwork,11.79,0.74,11.79,0.74,,,,,unknown_noun
pathless,pathless,0.04,Adjective,8,6,2,pathless,11.79,0.78,11.79,0.78,,,,,quality
procession,procession,1.27,Noun,10,8,3,procession,11.79,1.0,11.79,1.0,,8.24,,,unknown_noun
productivity,productivity,0.57,Noun,12,12,5,productivity,11.79,1.0,11.79,1.0,,,,,unknown_noun
proportion,proportion,2.73,Noun,10,9,3,proportion,11.79,1.0,11.79,1.0,,10.07,,,unknown_noun
proposition,proposition,7.88,Noun,11,10,4,proposition,11.79,1.0,11.79,1.0,,,,,unknown_noun
recurrence,recurrence,0.29,Noun,10,7,3,recurrence,11.79,1.0,11.79,1.0,,,,,unknown_noun
rendezvous,rendezvous,6.12,Noun,10,7,3,rendezvous,11.79,1.0,11.79,1.0,,11.39,,,unknown_noun
resuscitation,resuscitation,0.45,Noun,13,11,5,resuscitation,11.79,1.0,11.79,1.0,,,,,unknown_noun
segmentation,segmentation,0.02,Noun,12,11,4,segmentation,11.79,1.0,11.79,1.0,,,,,unknown_noun
showground,showground,0.02,Noun,10,7,2,showground,11.79,0.7,11.79,0.7,,,,,unknown_noun
snuff,snuff,2.0,Verb,5,4,1,snuff,11.79,1.0,11.79,1.0,,,10.27,,perception
synthesis,synthesis,0.29,Noun,9,8,3,synthesis,11.79,1.0,11.79,1.0,,,,,unknown_noun
tonsillectomy,tonsillectomy,0.08,Noun,13,12,5,tonsillectomy,11.79,0.67,11.79,0.67,,,,,unknown_noun
trainee,trainee,1.33,Noun,7,5,2,trainee,11.79,1.0,11.79,1.0,,,,,unknown_noun
twosome,twosome,0.45,Noun,7,5,2,twosome,11.79,1.0,11.79,1.0,,,,,unknown_noun
unapproachable,unapproachable,0.29,Adjective,14,11,5,unapproachable,11.79,1.0,11.79,1.0,,,,,quality
ungovernable,ungovernable,0.02,Adjective,12,11,5,ungovernable,11.79,1.0,11.79,1.0,,,,,quality
activist,activist,0.98,Noun,8,8,3,activist,11.8,1.0,11.8,1.0,,,,,unknown_noun
adoration,adoration,0.59,Noun,9,7,4,adoration,11.8,0.95,11.8,0.95,,,,,unknown_noun
aneroid,aneroid,0.12,Noun,7,6,3,aneroid,11.8,0.24,11.8,0.24,,,,,unknown_noun
civic,civic,2.16,Adjective,5,5,2,civic,11.8,0.95,11.8,0.95,,,,10.8,relational_adj
compensation,compensation,2.14,Noun,12,11,4,compensation,11.8,1.0,11.8,1.0,,,,,unknown_noun
condescend,condescend,0.31,Verb,10,9,3,condescend,11.8,1.0,11.8,1.0,,,,,social
consequential,consequential,0.04,Adjective,13,12,4,consequential,11.8,1.0,11.8,1.0,,,,,quality
cremate,cremate,0.37,Verb,7,6,2,cremate,11.8,1.0,11.8,1.0,,,,,change
crotchety,crotchety,0.25,Adjective,9,7,3,crotchety,11.8,0.83,11.8,0.83,,,,,quality
faller,faller,0.04,Noun,6,4,2,faller,11.8,0.53,11.8,0.53,,,,,unknown_noun
forestall,forestall,0.16,Verb,9,7,2,forestall,11.8,0.53,11.8,0.53,,,,,social
gent,gent,1.61,Noun,4,4,1,gent,11.8,0.83,11.8,0.83,,,10.97,,unknown_noun
lighthearted,light-hearted,0.22,Adjective,12,9,3,lighthearted,11.8,1.0,11.8,1.0,,,,,quality
metamorphosis,metamorphosis,0.55,Noun,13,12,5,metamorphosis,11.8,1.0,11.8,1.0,,,,,unknown_noun
mongoloid,mongoloid,0.51,Noun,9,8,3,mongoloid,11.8,0.79,11.8,0.79,,,,,unknown_noun
moor,moor,1.98,Noun,4,3,1,moor,11.8,0.83,11.8,0.83,,,11.02,,unknown_noun
motocross,motocross,0.12,Noun,9,8,3,motocross,11.8,0.95,11.8,0.95,,,,,unknown_noun
outgo,outgo,0.02,Noun,5,4,2,outgo,11.8,0.53,11.8,0.53,,,,,unknown_noun
pantheon,pantheon,0.41,Noun,8,7,3,pantheon,11.8,0.83,11.8,0.83,,,,,unknown_noun
paratroops,paratroops,0.18,Noun,10,9,3,paratroops,11.8,0.79,11.8,0.79,,,,,unknown_noun
persecution,persecution,1.18,Noun,11,10,4,persecution,11.8,1.0,11.8,1.0,,11.28,,,unknown_noun
pinscher,pinscher,0.02,Noun,8,6,2,pinscher,11.8,0.53,11.8,0.53,,,,,unknown_noun
pisser,pisser,0.57,Noun,6,4,2,pisser,11.8,0.95,11.8,0.95,,,,,unknown_noun
portative,portative,0.02,Adjective,9,8,3,portative,11.8,0.53,11.8,0.53,,,,,adj_other
pouter,pouter,0.04,Noun,6,4,2,pouter,11.8,0.75,11.8,0.75,,,,,unknown_noun
reciprocal,reciprocal,0.45,Adjective,10,10,4,reciprocal,11.8,1.0,11.8,1.0,,12.81,,,quality
reimbursement,reimbursement,0.14,Noun,13,11,4,reimbursement,11.8,1.0,11.8,1.0,,,,,unknown_noun
semiannual,semi-annual,0.04,Adjective,10,11,5,semiannual,11.8,1.0,11.8,1.0,,,,,quality
seminar,seminar,4.25,Noun,7,7,3,seminar,11.8,1.0,11.8,1.0,,,,,unknown_noun
sensor,sensor,2.25,Noun,6,5,2,sensor,11.8,1.0,11.8,1.0,,,,9.67,unknown_noun
somber,sombre,0.31,Adjective,6,5,2,somber,11.8,0.83,11.8,0.83,,,,,quality
souffle,souffle,0.43,Noun,7,5,2,souffle,11.8,0.83,11.8,0.83,,,,,unknown_noun
stimulator,stimulator,0.1,Noun,10,10,4,stimulator,11.8,0.95,11.8,0.95,,,,,unknown_noun
tautness,tautness,0.04,Noun,8,6,2,tautness,11.8,0.75,11.8,0.75,,,,,unknown_noun
unclassified,unclassified,0.06,Adjective,12,10,4,unclassified,11.8,0.95,11.8,0.95,,,,,quality
unswerving,unswerving,0.04,Adjective,10,8,3,unswerving,11.8,0.83,11.8,0.83,,,,,quality
wile,wile,0.41,Noun,4,3,1,wile,11.8,0.48,11.8,0.48,,,,,unknown_noun
slotmachine,slotmachine,,,11,9,3,slotmachine,11.81,1.0,11.81,1.0,,,,,
adventurousness,adventurousness,0.02,Noun,15,12,5,adventurousness,11.81,1.0,11.81,1.0,,,,,unknown_noun
afoul,afoul,0.22,Noun,5,4,2,afoul,11.81,0.89,11.81,0.89,,,,,unknown_noun
antagonism,antagonism,0.22,Noun,10,11,5,antagonism,11.81,0.89,11.81,0.89,,12.43,,,unknown_noun
bottleneck,bottleneck,0.51,Noun,10,8,3,bottleneck,11.81,0.84,11.81,0.84,,,,,unknown_noun
congest,congest,0.02,Adjective,7,7,2,congest,11.81,0.89,11.81,0.89,,,,,adj_other
cutlass,cutlass,0.51,Noun,7,6,2,cutlass,11.81,0.89,11.81,0.89,,,,,unknown_noun
cyst,cyst,0.43,Noun,4,4,1,cyst,11.81,0.89,11.81,0.89,,12.28,12.52,,unknown_noun
determinate,determinate,0.02,Adjective,11,9,4,determinate,11.81,0.89,11.81,0.89,,,,,quality
dupe,dupe,0.65,Noun,4,3,1,dupe,11.81,0.84,11.81,0.84,,,11.55,,unknown_noun
elliptical,elliptical,0.24,Adjective,10,9,4,elliptical,11.81,0.89,11.81,0.89,,,,,quality
evaporator,evaporator,0.06,Noun,10,8,5,evaporator,11.81,1.0,11.81,1.0,,,,,unknown_noun
exasperating,exasperating,0.24,Adjective,12,11,5,exasperating,11.81,0.84,11.81,0.84,,,,,quality
fluctuating,fluctuating,0.29,Adjective,11,11,4,fluctuating,11.81,0.89,11.81,0.89,,,,,quality
gaunt,gaunt,0.16,Adjective,5,4,1,gaunt,11.81,0.84,11.81,0.84,,11.6,11.7,,quality
harpooner,harpooner,0.06,Noun,9,8,3,harpooner,11.81,0.84,11.81,0.84,,,,,unknown_noun
indention,indention,,,9,8,3,indention,11.81,0.8,11.81,0.8,,,,,
instable,instable,0.04,Adjective,8,8,3,instable,11.81,0.84,11.81,0.84,,,,,adj_other
instate,instate,0.04,Verb,7,6,2,instate,11.81,0.84,11.81,0.84,,,,,verb_other
intellectuality,intellectuality,0.02,Noun,15,15,7,intellectuality,11.81,0.89,11.81,0.89,,,,,unknown_noun
lament,lament,0.96,Verb,6,6,2,lament,11.81,0.89,11.81,0.89,,,,10.9,communication
relent,relent,0.25,Adjective,6,6,2,relent,11.81,0.84,11.81,0.84,,,,,adj_other
subcontractor,subcontractor,0.04,Noun,13,12,4,subcontractor,11.81,0.89,11.81,0.89,,,,,unknown_noun
howsoever,howsoever,0.06,Adverb,9,8,4,howsoever,11.82,0.81,11.82,0.81,10.72,,,,Adverb
abruption,abruption,0.12,Noun,9,8,3,abruption,11.82,0.94,11.82,0.94,,,,,unknown_noun
birdshot,birdshot,0.12,Noun,8,6,2,birdshot,11.82,0.85,11.82,0.85,,,,,unknown_noun
blowpipe,blowpipe,0.08,Noun,8,6,2,blowpipe,11.82,0.94,11.82,0.94,,,,,unknown_noun
botanic,botanic,0.08,Adjective,7,7,3,botanic,11.82,0.94,11.82,0.94,,,,,relational_adj
bracer,bracer,0.1,Noun,6,5,2,bracer,11.82,0.61,11.82,0.61,,,,,unknown_noun
brassy,brassy,0.12,Adjective,6,5,2,brassy,11.82,0.94,11.82,0.94,,,,,quality
brilliancy,brilliancy,0.04,Noun,10,9,3,brilliancy,11.82,0.94,11.82,0.94,,,,,unknown_noun
brutalize,brutalise,0.08,Verb,9,8,3,brutalize,11.82,0.94,11.82,0.94,,,,,social
charisma,charisma,0.98,Noun,8,6,3,charisma,11.82,0.94,11.82,0.94,,,,,unknown_noun
commutation,commutation,0.04,Noun,11,10,4,commutation,11.82,0.58,11.82,0.58,,,,,unknown_noun
contemplation,contemplation,0.24,Noun,13,12,4,contemplation,11.82,0.94,11.82,0.94,,,,,unknown_noun
convective,convective,0.04,Adjective,10,9,3,convective,11.82,0.61,11.82,0.61,,,,,adj_other
cosmology,cosmology,0.12,Noun,9,9,4,cosmology,11.82,0.89,11.82,0.89,12.79,,,,unknown_noun
costumier,costumier,0.02,Noun,9,8,4,costumier,11.82,0.61,11.82,0.61,,,,,unknown_noun
crystallize,crystallise,0.08,Verb,11,9,3,crystallize,11.82,0.94,11.82,0.94,,,,,cognition_action
cuticle,cuticle,0.37,Noun,7,8,3,cuticle,11.82,0.94,11.82,0.94,,,,,unknown_noun
designation,designation,0.22,Noun,11,10,4,designation,11.82,0.94,11.82,0.94,,,,,unknown_noun
dilapidated,dilapidated,0.16,Adjective,11,11,5,dilapidated,11.82,0.89,11.82,0.89,,,,,quality
dimwittedness,dimwittedness,0.02,Noun,13,11,4,dimwittedness,11.82,0.94,11.82,0.94,,,,,unknown_noun
diskette,diskette,0.29,Noun,8,6,2,diskette,11.82,0.94,11.82,0.94,,,,,unknown_noun
foregone,foregone,0.41,Adjective,8,6,2,foregone,11.82,0.94,11.82,0.94,,,,,quality
hoodoo,hoodoo,0.35,Noun,6,4,2,hoodoo,11.82,0.58,11.82,0.58,,,,,unknown_noun
hooker,hooker,11.73,Noun,6,4,2,hooker,11.82,0.94,11.82,0.94,,,,,unknown_noun
impeachment,impeachment,0.57,Noun,11,9,3,impeachment,11.82,0.85,11.82,0.85,,,,,unknown_noun
incriminate,incriminate,0.75,Verb,11,10,4,incriminate,11.82,0.94,11.82,0.94,,,,,communication
indict,indict,0.88,Verb,6,5,2,indict,11.82,0.85,11.82,0.85,,,,12.85,social
inflation,inflation,1.04,Noun,9,8,3,inflation,11.82,0.94,11.82,0.94,,,,,unknown_noun
innumerable,innumerable,0.2,Adjective,11,9,5,innumerable,11.82,0.89,11.82,0.89,,,,,quality
inventiveness,inventiveness,0.12,Noun,13,11,4,inventiveness,11.82,0.94,11.82,0.94,,,,,unknown_noun
kinsman,kinsman,0.31,Noun,7,7,2,kinsman,11.82,0.94,11.82,0.94,,,,,unknown_noun
landsman,landsman,0.12,Noun,8,8,2,landsman,11.82,0.89,11.82,0.89,,,,,unknown_noun
lark,lark,1.63,Noun,4,4,1,lark,11.82,0.89,11.82,0.89,7.14,,11.17,,unknown_noun
musketry,musketry,0.02,Noun,8,8,3,musketry,11.82,0.85,11.82,0.85,,,,,unknown_noun
oblige,oblige,2.22,Verb,6,5,2,oblige,11.82,0.94,11.82,0.94,,11.38,,11.49,social
oracle,oracle,2.24,Noun,6,6,3,oracle,11.82,0.89,11.82,0.89,,,,,unknown_noun
overawe,overawe,0.02,Verb,7,4,3,overawe,11.82,0.55,11.82,0.55,,,,,verb_other
panhandle,panhandle,0.39,Noun,9,9,3,panhandle,11.82,0.89,11.82,0.89,,,,,unknown_noun
parch,parch,0.04,Verb,5,4,1,parch,11.82,0.89,11.82,0.89,,,,,change
phobic,phobic,0.16,Adjective,6,5,2,phobic,11.82,0.94,11.82,0.94,,,,,quality
premed,premed,0.73,Verb,6,5,1,premed,11.82,0.94,11.82,0.94,,,,,verb_other
pretense,pretence,0.86,Noun,8,7,2,pretense,11.82,0.94,11.82,0.94,,,,,unknown_noun
refraction,refraction,0.16,Noun,10,9,3,refraction,11.82,0.89,11.82,0.89,,,,,unknown_noun
shortchange,short-change,0.06,Verb,11,8,2,shortchange,11.82,0.94,11.82,0.94,,,,,verb_other
shrew,shrew,0.82,Noun,5,3,1,shrew,11.82,0.94,11.82,0.94,10.41,,12.0,,unknown_noun
shrewdness,shrewdness,0.04,Noun,10,7,2,shrewdness,11.82,0.94,11.82,0.94,,,,,unknown_noun
siesta,siesta,0.49,Noun,6,6,3,siesta,11.82,0.89,11.82,0.89,,,,,unknown_noun
specificity,specificity,0.1,Noun,11,11,5,specificity,11.82,0.94,11.82,0.94,,,,,unknown_noun
standoffish,standoffish,0.22,Noun,11,9,3,standoffish,11.82,0.89,11.82,0.89,,,,,unknown_noun
transpire,transpire,0.1,Verb,9,8,3,transpire,11.82,0.94,11.82,0.94,,,,,motion
twain,twain,2.84,Noun,5,4,1,twain,11.82,0.85,11.82,0.85,,,,,unknown_noun
twinge,twinge,0.51,Noun,6,5,1,twinge,11.82,0.89,11.82,0.89,,,11.34,,unknown_noun
unbecoming,unbecoming,0.63,Adjective,10,9,4,unbecoming,11.82,0.94,11.82,0.94,,,,,quality
ungrammatical,ungrammatical,0.02,Adjective,13,12,5,ungrammatical,11.82,0.89,11.82,0.89,,,,,quality
untried,untried,0.24,Adjective,7,6,2,untried,11.82,0.94,11.82,0.94,,,,,quality
unvarnished,unvarnished,0.12,Adjective,11,9,3,unvarnished,11.82,0.94,11.82,0.94,,,,,quality
allure,allure,0.59,Noun,6,4,2,allure,11.83,0.95,11.83,0.95,,,,10.9,unknown_noun
Armageddon,Armageddon,1.73,Name,10,9,4,Armageddon,11.83,1.0,11.83,1.0,,,,,Name
arsenic,arsenic,1.24,Noun,7,7,3,arsenic,11.83,1.0,11.83,1.0,,,,,unknown_noun
aspire,aspire,1.08,Verb,6,5,2,aspire,11.83,0.95,11.83,0.95,,,,10.8,cognition_action
bengaline,bengaline,0.02,Noun,9,8,3,bengaline,11.83,0.29,11.83,0.29,,,,,unknown_noun
blowjob,blowjob,1.61,Noun,7,6,2,blowjob,11.83,1.0,11.83,1.0,,,,,unknown_noun
bout,bout,19.1,Noun,4,3,1,bout,11.83,0.95,11.83,0.95,,12.98,11.4,,unknown_noun
carjacker,carjacker,0.1,Noun,9,7,3,carjacker,11.83,1.0,11.83,1.0,,,,,unknown_noun
carryall,carryall,0.08,Noun,8,6,3,carryall,11.83,0.95,11.83,0.95,,,,,unknown_noun
cleft,cleft,0.59,Noun,5,5,1,cleft,11.83,0.95,11.83,0.95,10.63,,12.55,,unknown_noun
compression,compression,1.24,Noun,11,9,3,compression,11.83,1.0,11.83,1.0,,12.28,,,unknown_noun
critique,critique,0.49,Noun,8,6,2,critique,11.83,1.0,11.83,1.0,,,,,unknown_noun
deactivate,deactivate,1.14,Verb,10,9,4,deactivate,11.83,1.0,11.83,1.0,,,,,change
ducal,ducal,0.53,Adjective,5,5,2,ducal,11.83,0.32,11.83,0.32,,,,,relational_adj
dwindling,dwindling,0.25,Adjective,9,9,3,dwindling,11.83,1.0,11.83,1.0,,,,,quality
earmark,earmark,0.06,Verb,7,6,2,earmark,11.83,0.9,11.83,0.9,,,,,cognition_action
escapist,escapist,0.14,Noun,8,8,3,escapist,11.83,0.9,11.83,0.9,,,,,unknown_noun
extensive,extensive,3.71,Adjective,9,9,3,extensive,11.83,1.0,11.83,1.0,,,,,quality
fatigue,fatigue,1.82,Noun,7,5,2,fatigue,11.83,1.0,11.83,1.0,,11.79,,10.04,unknown_noun
footrope,footrope,0.02,Noun,8,6,2,footrope,11.83,0.33,11.83,0.33,,,,,unknown_noun
immaterial,immaterial,0.88,Adjective,10,9,5,immaterial,11.83,0.95,11.83,0.95,11.38,,,,quality
infestation,infestation,0.69,Noun,11,10,4,infestation,11.83,1.0,11.83,1.0,,,,,unknown_noun
malamute,malamute,0.06,Noun,8,8,3,malamute,11.83,0.63,11.83,0.63,,,,,unknown_noun
masquerade,masquerade,1.61,Noun,10,7,3,masquerade,11.83,1.0,11.83,1.0,,,,,unknown_noun
maternity,maternity,2.45,Noun,9,8,4,maternity,11.83,1.0,11.83,1.0,,11.43,,,unknown_noun
negligent,negligent,1.0,Adjective,9,9,3,negligent,11.83,1.0,11.83,1.0,,,,,quality
obscene,obscene,3.45,Adjective,7,5,2,obscene,11.83,0.95,11.83,0.95,,,,11.29,quality
