Word,Alternative.spelling,Freq_pm,Dom_PoS_SUBTLEX,Nletters,Nphon,Nsyll,Lemma_highest_PoS,AoA_Kup,Perc_known,AoA_Kup_lem,Perc_known_lem,AoA_Bird_lem,AoA_Bristol_lem,AoA_Cort_lem,AoA_Schock
garrisons,garrisons,0.10,Noun,9,8,3,garrison,,,14.88,0.85,,,,
garters,garters,0.88,Noun,7,6,2,garter,,,11.72,0.95,,,,11.70
gases,gases,0.73,Noun,5,5,2,gas,,,5.32,1.00,5.66,6.83,5.73,
gashes,gashes,0.16,Noun,6,5,2,gash,,,7.95,1.00,,,9.10,
gaskets,gaskets,0.24,Noun,7,7,2,gasket,,,10.90,1.00,,,,12.11
gaslights,gaslights,0.02,Noun,9,7,2,gaslight,,,9.80,1.00,,,,
gasped,gasped,0.24,Verb,6,5,1,gasp,,,8.05,1.00,8.02,7.34,8.19,
gasping,gasping,4.31,Verb,7,6,2,gasp,,,8.05,1.00,8.02,7.34,8.19,
gasps,gasps,9.22,Verb,5,5,1,gasp,,,8.05,1.00,8.02,7.34,8.19,
gassed,gassed,0.73,Verb,6,4,1,gas,,,5.32,1.00,5.66,6.83,5.73,
gasses,gases,0.10,Noun,6,5,2,gas,,,5.32,1.00,5.66,6.83,5.73,
gassing,gassing,0.29,Verb,7,5,2,gas,,,5.32,1.00,5.66,6.83,5.73,
gastroenterologists,gastroenterologists,0.02,Noun,19,19,7,gastroenterologist,,,15.93,0.74,,,,
gatecrashers,gatecrashers,0.06,Noun,12,9,3,gatecrasher,,,11.93,0.75,,,,
gatekeepers,gatekeepers,0.16,Noun,11,8,3,gatekeeper,,,9.94,1.00,,,,
gatemen,gatemen,0.04,Noun,7,6,2,gateman,,,10.12,0.84,,,,
gates,gates,13.41,Noun,5,4,1,gate,,,5.32,1.00,,4.88,5.73,
gateways,gateways,0.18,Noun,8,6,2,gateway,,,8.38,1.00,,,,
gathered,gathered,9.63,Verb,8,5,2,gather,,,6.50,1.00,,7.35,,6.75
gatherers,gatherers,0.22,Noun,9,6,3,gatherer,,,9.21,1.00,,,,
gathers,gathers,0.73,Verb,7,5,2,gather,,,6.50,1.00,,7.35,,6.75
gators,gators,0.49,Noun,6,5,2,gator,,,7.61,1.00,,,,6.47
gats,gats,0.27,Noun,4,4,1,gat,,,13.30,0.45,,,,
gauchos,gauchos,0.18,Noun,7,5,2,gaucho,,,11.54,0.68,,,,
gaudier,gaudier,0.02,Adjective,7,5,3,gaudy,,,12.06,0.89,,,,
gauds,gauds,0.02,Noun,5,4,1,gaud,,,13.17,0.33,,,,
gauged,gauged,0.02,Verb,6,4,1,gauge,,,10.83,0.95,,,10.75,
gauges,gauges,0.76,Noun,6,5,2,gauge,,,10.83,0.95,,,10.75,
gauging,gauging,0.10,Verb,7,5,2,gauge,,,10.83,0.95,,,10.75,
gauntlets,gauntlets,0.04,Noun,9,8,2,gauntlet,,,13.12,0.85,,10.07,,11.59
gave,gave,243.69,Verb,4,3,1,give,,,4.28,1.00,4.68,,3.82,
gawked,gawked,0.10,Verb,6,4,1,gawk,,,10.84,0.95,,,9.90,
gawking,gawking,0.51,Verb,7,5,2,gawk,,,10.84,0.95,,,9.90,
gawks,gawks,0.02,Noun,5,4,1,gawk,,,10.84,0.95,,,9.90,
gayer,gayer,0.29,Adjective,5,3,2,gay,,,9.32,1.00,,,10.61,
gayest,gayest,0.37,Adjective,6,5,2,gay,,,9.32,1.00,,,10.61,
gays,gays,1.49,Noun,4,3,1,gay,,,9.32,1.00,,,10.61,
gazed,gazed,0.45,Verb,5,4,1,gaze,,,9.00,1.00,,8.11,8.58,
gazelles,gazelles,0.33,Noun,8,6,2,gazelle,,,9.37,1.00,9.93,,,9.31
gazes,gazes,0.10,Verb,5,5,2,gaze,,,9.00,1.00,,8.11,8.58,
gazettes,gazettes,0.02,Noun,8,6,2,gazette,,,10.43,0.78,,,,10.51
gazing,gazing,0.80,Verb,6,5,2,gaze,,,9.00,1.00,,8.11,8.58,
gearboxes,gearboxes,0.02,Noun,9,9,3,gearbox,,,10.24,0.94,,,,
geared,geared,0.33,Verb,6,4,1,gear,,,7.61,1.00,,7.60,7.56,
gearing,gearing,0.47,Verb,7,5,2,gear,,,7.61,1.00,,7.60,7.56,
gears,gears,1.51,Noun,5,4,1,gear,,,7.61,1.00,,7.60,7.56,
geckos,geckos,0.10,Noun,6,5,2,gecko,,,10.32,1.00,,,,
geekier,geekier,0.04,Adjective,7,6,3,geeky,,,10.79,1.00,,,,
geeks,geeks,2.27,Noun,5,4,1,geek,,,8.40,1.00,,,,
geese,geese,1.59,Noun,5,3,1,goose,,,5.15,1.00,5.33,,4.52,
geezers,geezers,0.25,Noun,7,6,2,geezer,,,9.59,0.94,,,,10.41
geishas,geishas,0.18,Noun,7,5,2,geisha,,,14.24,0.94,,,,
geldings,geldings,0.04,Noun,8,7,2,gelding,,,12.60,0.79,,,,
gelling,gelling,0.08,Verb,7,5,2,gel,,,7.21,1.00,,,,
gels,gels,0.02,Noun,4,4,1,gel,,,7.21,1.00,,,,
gems,gems,0.86,Noun,4,4,1,gem,,,7.68,1.00,,,6.87,
gemstones,gemstones,0.24,Noun,9,8,2,gemstone,,,7.94,1.00,,,,
gendarmes,gendarmes,0.24,Noun,9,8,2,gendarme,,,16.67,0.17,,,,
genders,genders,0.16,Noun,7,6,2,gender,,,7.00,1.00,,9.11,,7.72
genealogies,genealogies,0.02,Noun,11,10,5,genealogy,,,12.89,1.00,12.98,,,
genera,genera,0.04,Noun,6,5,3,genus,,,12.33,0.75,,,,
generalissimos,generalissimos,0.02,Noun,14,12,6,generalissimo,,,13.67,0.32,,,,
generalities,generalities,0.22,Noun,12,10,5,generality,,,11.74,0.95,,,,
generalizations,generalisations,0.04,Noun,15,13,6,generalization,,,11.95,0.90,,,,
generalizing,generalising,0.04,Verb,12,10,5,generalize,,,10.26,1.00,,,,
generals,generals,4.04,Noun,8,7,3,general,,,8.05,1.00,8.33,,,
generated,generated,1.31,Verb,9,8,4,generate,,,10.78,0.95,,,,
generates,generates,0.51,Verb,9,7,3,generate,,,10.78,0.95,,,,
generations,generations,5.98,Noun,11,9,4,generation,,,9.52,1.00,,9.66,,
generators,generators,1.69,Noun,10,8,4,generator,,,11.11,1.00,,,,
generics,generics,0.02,Noun,8,8,3,generic,,,11.00,1.00,,,,
genes,genes,2.88,Noun,5,4,1,gene,,,11.75,1.00,,12.43,10.82,
geneticists,geneticists,0.10,Noun,11,11,4,geneticist,,,13.76,0.89,,,,
genies,genies,0.27,Noun,6,5,2,genie,,,6.67,0.95,,,,6.89
genii,genii,0.02,Noun,5,4,2,genius,,,7.21,1.00,,9.49,,7.49
genitals,genitals,1.24,Noun,8,8,3,genital,,,9.82,0.94,,,,
geniuses,geniuses,2.18,Noun,8,8,3,genius,,,7.21,1.00,,9.49,,7.49
genocides,genocides,0.02,Noun,9,8,3,genocide,,,13.20,0.95,,,,
genomes,genomes,0.04,Noun,7,6,2,genome,,,15.00,0.94,,,,13.51
genres,genres,0.12,Noun,6,6,2,genre,,,12.75,1.00,,,,10.41
gens,gens,0.02,Noun,4,4,1,gen,,,13.18,0.55,,,,
gentiles,gentiles,0.18,Noun,8,7,2,gentile,,,12.00,1.00,,,,9.40
gentlemen,gentlemen,154.39,Noun,9,9,3,gentleman,,,6.89,1.00,,6.98,,
gentler,gentler,0.49,Adjective,7,6,2,gentle,,,4.89,1.00,6.34,,,6.13
gentles,gentles,0.24,Noun,7,7,2,gentle,,,4.89,1.00,6.34,,,6.13
gentlest,gentlest,0.18,Adjective,8,9,3,gentle,,,4.89,1.00,6.34,,,6.13
gentlewomen,gentlewomen,0.06,Noun,11,11,4,gentlewoman,,,10.00,1.00,,,,
genuflected,genuflected,0.02,Verb,11,11,4,genuflect,,,12.43,0.39,,,,
genuflects,genuflects,0.02,Verb,10,10,3,genuflect,,,12.43,0.39,,,,
geodes,geodes,0.02,Noun,6,5,2,geode,,,11.60,0.79,,,,
geographers,geographers,0.04,Noun,11,9,4,geographer,,,9.67,1.00,,,,
geographies,geographies,0.04,Noun,11,9,4,geography,,,8.15,1.00,,8.92,,
geologists,geologists,0.39,Noun,10,10,4,geologist,,,10.47,1.00,,,,
geophones,geophones,0.04,Noun,9,7,3,geophone,,,13.00,0.50,,,,
geraniums,geraniums,0.24,Noun,9,8,4,geranium,,,11.41,0.89,,,,
gerbils,gerbils,0.29,Noun,7,7,2,gerbil,,,7.06,0.89,9.93,,,7.26
germinated,germinated,0.04,Verb,10,9,4,germinate,,,12.80,1.00,,,,
germinates,germinates,0.02,Verb,10,8,3,germinate,,,12.80,1.00,,,,
gerunds,gerunds,0.02,Noun,7,7,2,gerund,,,13.29,0.35,,,,
gestated,gestated,0.02,Verb,8,8,3,gestate,,,12.94,0.84,,,,
gestates,gestates,0.02,Verb,8,7,2,gestate,,,12.94,0.84,,,,
gestating,gestating,0.08,Verb,9,8,3,gestate,,,12.94,0.84,,,,
gestured,gestured,0.06,Verb,8,6,2,gesture,,,11.74,1.00,,9.75,,9.31
gestures,gestures,1.88,Noun,8,6,2,gesture,,,11.74,1.00,,9.75,,9.31
getaways,getaways,0.14,Noun,8,7,3,getaway,,,9.50,1.00,,,,
gets,gets,222.82,Verb,4,4,1,get,,,3.17,1.00,4.80,,3.95,
getting,getting,484.69,Verb,7,5,2,get,,,3.17,1.00,4.80,,3.95,
getups,getups,0.04,Noun,6,6,2,getup,,,6.72,0.95,,,,
geysers,geysers,0.06,Noun,7,5,2,geyser,,,10.11,1.00,,,,
ghastlier,ghastlier,0.02,Adjective,9,7,3,ghastly,,,10.33,1.00,,,,
ghastliest,ghastliest,0.02,Adjective,10,9,3,ghastly,,,10.33,1.00,,,,
gherkins,gherkins,0.10,Noun,8,6,2,gherkin,,,12.00,0.74,,,,
ghettoes,ghettoes,0.08,Noun,8,5,2,ghetto,,,10.15,1.00,,12.43,,10.51
ghettos,ghettos,0.22,Noun,7,5,2,ghetto,,,10.15,1.00,,12.43,,10.51
ghosting,ghosting,0.08,Verb,8,6,2,ghost,,,5.06,1.00,,4.47,4.93,
ghosts,ghosts,14.08,Noun,6,5,1,ghost,,,5.06,1.00,,4.47,4.93,
ghouls,ghouls,0.92,Noun,6,4,1,ghoul,,,9.59,0.94,,,9.96,
giants,giants,4.37,Noun,6,6,2,giant,,,4.72,1.00,,5.26,,
gibbering,gibbering,0.33,Verb,9,7,3,gibber,,,11.70,0.53,,,,
gibbers,gibbers,0.08,Verb,7,6,2,gibber,,,11.70,0.53,,,,
gibbeting,gibbeting,0.02,Verb,9,7,3,gibbet,,,14.11,0.45,,,,
gibes,gibes,0.06,Noun,5,4,1,gibe,,,13.33,0.50,,,,
giblets,giblets,0.27,Noun,7,7,2,giblet,,,11.72,0.95,,,,
gifts,gifts,14.35,Noun,5,5,1,gift,,,5.05,1.00,,5.24,4.79,
gigabytes,gigabytes,0.16,Noun,9,8,3,gigabyte,,,12.05,1.00,,,,
gigged,gigged,0.04,Verb,6,4,1,gig,,,10.56,1.00,,11.07,9.81,
giggled,giggled,0.22,Verb,7,6,2,giggle,,,5.48,1.00,5.48,,,5.08
gigglers,gigglers,0.02,Noun,8,7,3,giggler,,,7.69,0.89,,,,
giggles,giggles,3.33,Noun,7,6,2,giggle,,,5.48,1.00,5.48,,,5.08
giggling,giggling,4.10,Verb,8,7,3,giggle,,,5.48,1.00,5.48,,,5.08
gigolos,gigolos,0.33,Noun,7,7,3,gigolo,,,13.94,0.89,,,,
gigs,gigs,1.63,Noun,4,4,1,gig,,,10.56,1.00,,11.07,9.81,
gilding,gilding,0.12,Verb,7,6,2,gild,,,12.42,1.00,,,,
gills,gills,1.20,Noun,5,4,1,gill,,,7.39,1.00,,,7.65,
gilts,gilts,0.02,Noun,5,5,1,gilt,,,11.56,0.84,,10.26,11.78,
gimcracks,gimcracks,0.06,Noun,9,8,2,gimcrack,,,13.50,0.22,,,,
gimlets,gimlets,0.10,Noun,7,7,2,gimlet,,,13.50,0.78,,,,
gimmicks,gimmicks,0.49,Noun,8,6,2,gimmick,,,11.89,1.00,,,,11.49
gimped,gimped,0.02,Verb,6,5,1,gimp,,,11.89,1.00,,,,
gimps,gimps,0.08,Noun,5,5,1,gimp,,,11.89,1.00,,,,
gingersnaps,gingersnaps,0.02,Noun,11,10,3,gingersnap,,,9.11,1.00,,,,
gingko,gingko,0.24,Unclassified,6,5,2,ginkgo,,,14.21,0.70,,,,
ginks,ginks,0.04,Noun,5,5,1,gink,,,13.60,0.28,,,,
ginned,ginned,0.08,Verb,6,4,1,gin,,,12.06,0.95,,,11.70,
ginning,ginning,0.04,Verb,7,5,2,gin,,,12.06,0.95,,,11.70,
gins,gins,0.14,Noun,4,4,1,gin,,,12.06,0.95,,,11.70,
giraffes,giraffes,0.61,Noun,8,5,2,giraffe,,,5.00,1.00,6.27,,,4.54
girded,girded,0.08,Verb,6,5,2,gird,,,12.83,0.57,,,,
girders,girders,0.14,Noun,7,5,2,girder,,,12.00,0.80,,,,
girdles,girdles,0.20,Noun,7,6,2,girdle,,,10.22,1.00,,,,12.01
girlfriends,girlfriends,8.10,Noun,11,9,2,girlfriend,,,6.26,1.00,,,,
girlies,girlies,0.35,Noun,7,5,2,girlie,,,7.32,0.95,,,,
girls,girls,208.35,Noun,5,4,1,girl,,,4.00,1.00,,3.88,3.25,
girt,girt,0.04,Verb,4,3,1,gird,,,12.83,0.57,,,,
gismo,gismo,0.24,Noun,5,5,2,gizmo,,,9.11,0.95,,,,11.09
gismos,gismos,0.02,Noun,6,6,2,gizmo,,,9.11,0.95,,,,11.09
giveaways,giveaways,0.08,Noun,9,7,3,giveaway,,,10.24,1.00,,,,
given,given,95.12,Verb,5,5,2,give,,,4.28,1.00,4.68,,3.82,
givers,givers,0.12,Noun,6,5,2,giver,,,5.83,1.00,,7.83,,
gives,gives,64.51,Verb,5,4,1,give,,,4.28,1.00,4.68,,3.82,
giving,giving,110.06,Verb,6,5,2,give,,,4.28,1.00,4.68,,3.82,
gizmos,gizmos,0.22,Noun,6,6,2,gizmo,,,9.11,0.95,,,,11.09
gizzards,gizzards,0.14,Noun,8,7,2,gizzard,,,10.63,1.00,,,,
glaciers,glaciers,0.16,Noun,8,6,2,glacier,,,8.05,1.00,,,,8.28
gladder,gladder,0.02,Adjective,7,5,2,glad,,,5.79,1.00,,6.33,5.14,
glades,glades,0.98,Noun,6,5,1,glade,,,10.71,0.89,,,12.07,
gladiators,gladiators,0.98,Noun,10,9,4,gladiator,,,8.56,1.00,,,,
gladiolas,gladiolas,0.14,Noun,9,9,4,gladiola,,,12.08,0.65,,,,
gladioli,gladioli,0.06,Noun,8,8,4,gladiolus,,,15.15,0.65,,,,
glamorizes,glamorises,0.02,Verb,10,9,4,glamorize,,,10.90,1.00,,,,
glamorizing,glamorising,0.06,Verb,11,9,4,glamorize,,,10.90,1.00,,,,
glanced,glanced,0.63,Verb,7,6,1,glance,,,9.22,1.00,,8.98,7.91,
glances,glances,0.73,Noun,7,7,2,glance,,,9.22,1.00,,8.98,7.91,
glancing,glancing,0.41,Verb,8,7,2,glance,,,9.22,1.00,,8.98,7.91,
glands,glands,1.63,Noun,6,6,1,gland,,,10.61,1.00,,,10.46,
glared,glared,0.16,Verb,6,5,1,glare,,,9.33,1.00,,8.81,8.33,
glares,glares,0.04,Verb,6,5,1,glare,,,9.33,1.00,,8.81,8.33,
glazes,glazes,0.02,Noun,6,6,2,glaze,,,8.42,1.00,,,8.82,
glazing,glazing,0.10,Verb,7,6,2,glaze,,,8.42,1.00,,,8.82,
gleamed,gleamed,0.06,Verb,7,5,1,gleam,,,11.62,1.00,,8.03,9.89,
gleams,gleams,0.12,Verb,6,5,1,gleam,,,11.62,1.00,,8.03,9.89,
gleaned,gleaned,0.06,Verb,7,5,1,glean,,,12.43,0.70,,,,
gleaning,gleaning,0.06,Verb,8,6,2,glean,,,12.43,0.70,,,,
glens,glens,0.16,Noun,5,5,1,glen,,,10.69,1.00,,,10.97,
glided,glided,0.12,Verb,6,6,2,glide,,,7.72,1.00,7.80,,7.79,
gliders,gliders,0.33,Noun,7,6,2,glider,,,10.47,1.00,,,,
glides,glides,0.16,Verb,6,5,1,glide,,,7.72,1.00,7.80,,7.79,
glimmers,glimmers,0.08,Noun,8,6,2,glimmer,,,10.22,1.00,,,,9.40
glimpsed,glimpsed,0.27,Verb,8,7,1,glimpse,,,9.24,0.94,,8.92,10.25,
glimpses,glimpses,0.33,Noun,8,8,2,glimpse,,,9.24,0.94,,8.92,10.25,
glimpsing,glimpsing,0.06,Verb,9,8,2,glimpse,,,9.24,0.94,,8.92,10.25,
glinted,glinted,0.02,Verb,7,7,2,glint,,,12.46,0.72,,,11.04,
glinting,glinting,0.06,Verb,8,7,2,glint,,,12.46,0.72,,,11.04,
glints,glints,0.04,Noun,6,6,1,glint,,,12.46,0.72,,,11.04,
glistened,glistened,0.04,Verb,9,7,2,glisten,,,9.21,1.00,,,,
glistens,glistens,0.06,Verb,8,7,2,glisten,,,9.21,1.00,,,,
glitches,glitches,0.45,Noun,8,6,2,glitch,,,11.86,1.00,,,,
glittered,glittered,0.14,Verb,9,6,2,glitter,,,5.22,1.00,6.53,,,5.62
glitters,glitters,0.37,Noun,8,6,2,glitter,,,5.22,1.00,6.53,,,5.62
gloated,gloated,0.02,Verb,7,6,2,gloat,,,11.16,1.00,,,10.03,
gloaters,gloaters,0.06,Noun,8,6,2,gloater,,,12.39,1.00,,,,
gloating,gloating,0.86,Verb,8,6,2,gloat,,,11.16,1.00,,,10.03,
globes,globes,0.35,Noun,6,5,1,globe,,,6.50,1.00,,7.30,6.26,
globetrotters,globetrotters,0.24,Name,13,10,3,globetrotter,,,8.90,1.00,,,,
globs,globs,0.24,Noun,5,5,1,glob,,,7.41,0.89,,,7.35,
globules,globules,0.12,Noun,8,8,2,globule,,,12.33,0.67,,,,
globulins,globulins,0.02,Noun,9,10,3,globulin,,,15.83,0.95,,,,
glockenspiels,glockenspiels,0.06,Noun,13,10,3,glockenspiel,,,13.08,0.65,,,,
glommed,glommed,0.04,Verb,7,5,1,glom,,,13.14,0.39,,,,
glooms,glooms,0.04,Noun,6,5,1,gloom,,,9.00,1.00,7.66,8.98,8.40,
glories,glories,0.45,Noun,7,6,2,glory,,,7.40,1.00,,8.26,,7.88
glorifies,glorifies,0.04,Verb,9,8,3,glorify,,,11.39,1.00,,,,
glorifying,glorifying,0.25,Verb,10,9,4,glorify,,,11.39,1.00,,,,
glossed,glossed,0.06,Verb,7,5,1,gloss,,,9.90,1.00,,,8.26,
glossier,glossier,0.02,Adjective,8,6,3,glossy,,,8.28,1.00,,,,
glossies,glossies,0.02,Noun,8,6,2,glossy,,,8.28,1.00,,,,
glossing,glossing,0.10,Verb,8,6,2,gloss,,,9.90,1.00,,,8.26,
gloves,gloves,16.24,Noun,6,5,1,glove,,,4.30,1.00,,4.73,5.33,
glowed,glowed,0.29,Verb,6,4,1,glow,,,6.28,1.00,,6.50,6.13,
glows,glows,0.82,Verb,5,4,1,glow,,,6.28,1.00,,6.50,6.13,
glowworms,glow-worms,0.02,Noun,9,7,2,glowworm,,,9.19,0.84,,,,
glued,glued,2.25,Verb,5,4,1,glue,,,4.67,1.00,5.62,,4.53,
glues,glues,0.16,Noun,5,4,1,glue,,,4.67,1.00,5.62,,4.53,
gluing,gluing,0.22,Verb,6,5,2,glue,,,4.67,1.00,5.62,,4.53,
gluts,gluts,0.02,Verb,5,5,1,glut,,,12.87,0.83,,10.81,11.85,
gluttons,gluttons,0.14,Noun,8,7,2,glutton,,,12.22,1.00,,,,12.01
glyphs,glyphs,0.08,Noun,6,5,1,glyph,,,12.69,0.72,,,,
gnashes,gnashes,0.02,Verb,7,5,2,gnash,,,10.84,1.00,,,11.93,
gnats,gnats,0.27,Noun,5,4,1,gnat,,,10.10,1.00,,,7.77,
gnawed,gnawed,0.35,Verb,6,3,1,gnaw,,,10.37,0.90,,,8.40,
gnawing,gnawing,0.41,Verb,7,4,2,gnaw,,,10.37,0.90,,,8.40,
gnaws,gnaws,0.14,Verb,5,3,1,gnaw,,,10.37,0.90,,,8.40,
gnomes,gnomes,0.39,Noun,6,4,1,gnome,,,8.94,0.95,,,9.31,
goaded,goaded,0.18,Verb,6,5,2,goad,,,13.14,0.74,,,,
goalies,goalies,0.06,Noun,7,5,2,goalie,,,7.79,1.00,,,,7.49
goalkeepers,goalkeepers,0.02,Noun,11,8,3,goalkeeper,,,8.00,0.95,,,,
goalposts,goalposts,0.02,Noun,9,8,2,goalpost,,,9.83,1.00,,,,
goals,goals,5.14,Noun,5,4,1,goal,,,6.89,1.00,,5.98,6.10,
goatees,goatees,0.04,Noun,7,5,2,goatee,,,11.78,1.00,,,,11.29
goats,goats,2.65,Noun,5,4,1,goat,,,5.21,1.00,5.27,4.28,4.25,
goatskins,goatskins,0.04,Noun,9,8,2,goatskin,,,10.25,0.84,,,,
gobbets,gobbets,0.02,Noun,7,6,2,gobbet,,,11.29,0.39,,,,
gobbled,gobbled,0.20,Verb,7,6,2,gobble,,,5.58,1.00,,,,6.68
gobblers,gobblers,0.04,Noun,8,7,3,gobbler,,,8.94,0.89,,,,
gobbles,gobbles,0.08,Verb,7,6,2,gobble,,,5.58,1.00,,,,6.68
gobbling,gobbling,0.45,Verb,8,7,3,gobble,,,5.58,1.00,,,,6.68
gobies,gobies,0.02,Noun,6,5,2,goby,,,12.40,0.53,,,,
goblets,goblets,0.18,Noun,7,7,2,goblet,,,11.44,1.00,,9.96,,
goblins,goblins,1.27,Noun,7,7,2,goblin,,,7.67,1.00,,,,7.26
gobs,gobs,0.22,Noun,4,4,1,gob,,,11.84,0.62,,,9.92,
gobstoppers,gobstoppers,0.08,Noun,11,9,3,gobstopper,,,7.88,0.94,,,,
godchildren,godchildren,0.02,Noun,11,10,3,godchild,,,8.06,1.00,,,,
goddaughters,goddaughters,0.22,Noun,12,7,3,goddaughter,,,8.05,1.00,,,,
goddesses,goddesses,0.55,Noun,9,7,3,goddess,,,8.37,1.00,,9.13,,9.22
godfathers,godfathers,0.24,Noun,10,8,3,godfather,,,8.47,1.00,,,,
godmothers,godmothers,0.06,Noun,10,8,3,godmother,,,6.95,1.00,7.01,,,
godparents,godparents,0.22,Noun,10,10,3,godparent,,,7.71,0.94,,,,
gods,gods,21.24,Noun,4,4,1,god,,,4.35,1.00,,,3.82,
godsons,godsons,0.02,Noun,7,7,2,godson,,,9.94,0.94,,,,
goes,goes,217.27,Verb,4,3,1,go,,,3.37,1.00,4.37,,3.05,
gofers,gofers,0.02,Noun,6,6,2,gofer,,,8.81,0.84,,,,
goings,goings,0.35,Noun,6,5,2,going,,,5.41,1.00,,,,4.97
goiters,goitres,0.04,Noun,7,6,2,goiter,,,16.00,0.63,,,,
goldbrickers,goldbrickers,0.04,Noun,12,10,3,goldbricker,,,13.17,0.67,,,,
goldbricks,goldbricks,0.08,Noun,10,9,2,goldbrick,,,12.00,0.84,,,,
goldmines,goldmines,0.02,Noun,9,8,2,goldmine,,,8.56,1.00,,,,
goldsmiths,goldsmiths,0.02,Noun,10,9,2,goldsmith,,,10.17,1.00,,,,
golems,golems,0.02,Noun,6,6,2,golem,,,14.85,0.72,,,,
golfers,golfers,0.55,Noun,7,6,2,golfer,,,7.16,1.00,8.50,,,
gonads,gonads,0.47,Noun,6,6,2,gonad,,,11.67,0.83,,,,
gondolas,gondolas,0.10,Noun,8,8,3,gondola,,,10.21,0.90,,10.02,,
gone,gone,296.76,Verb,4,3,1,go,,,3.37,1.00,4.37,,3.05,
goners,goners,0.22,Noun,6,5,2,goner,,,9.35,0.91,,,,
gonged,gonged,0.04,Verb,6,4,1,gong,,,9.62,1.00,,,9.98,
gongs,gongs,0.16,Noun,5,4,1,gong,,,9.62,1.00,,,9.98,
goobers,goobers,0.51,Noun,7,6,2,goober,,,8.42,1.00,,,,
goodbyes,goodbyes,1.57,Noun,8,6,2,goodbye,,,3.47,1.00,,3.65,,
goodies,goodies,1.86,Noun,7,5,2,goodie,,,6.37,1.00,,,,
goofballs,goofballs,0.14,Noun,9,7,2,goofball,,,7.79,1.00,,,,
goofed,goofed,0.51,Verb,6,4,1,goof,,,5.72,1.00,,,6.87,
goofier,goofier,0.04,Noun,7,5,3,goofy,,,4.83,1.00,,6.50,,
goofiest,goofiest,0.02,Adjective,8,7,3,goofy,,,4.83,1.00,,6.50,,
goofing,goofing,1.14,Verb,7,5,2,goof,,,5.72,1.00,,,6.87,
goofs,goofs,0.14,Verb,5,4,1,goof,,,5.72,1.00,,,6.87,
gooks,gooks,1.10,Noun,5,4,1,gook,,,11.75,0.63,,,,
goons,goons,2.35,Noun,5,4,1,goon,,,10.33,1.00,,,,
goony,goony,0.18,Name,5,5,3,gooney,,,10.83,0.63,,,,
goops,goops,0.02,Noun,5,4,1,goop,,,7.12,0.84,,,,
gooseberries,gooseberries,0.02,Noun,12,8,3,gooseberry,,,9.41,0.89,,,,
goosed,goosed,0.16,Verb,6,4,1,goose,,,5.15,1.00,5.33,,4.52,
gooses,gooses,0.04,Noun,6,5,2,goose,,,5.15,1.00,5.33,,4.52,
goosing,goosing,0.04,Verb,7,5,2,goose,,,5.15,1.00,5.33,,4.52,
gophers,gophers,0.65,Noun,7,5,2,gopher,,,7.21,1.00,11.71,,,7.57
gored,gored,0.33,Verb,5,4,1,gore,,,10.24,0.95,,10.75,10.10,
gorged,gorged,0.06,Verb,6,5,1,gorge,,,9.17,0.95,10.20,,10.77,
gorges,gorges,0.08,Noun,6,6,2,gorge,,,9.17,0.95,10.20,,10.77,
gorging,gorging,0.12,Verb,7,6,2,gorge,,,9.17,0.95,10.20,,10.77,
gorillas,gorillas,2.37,Noun,8,6,3,gorilla,,,5.74,1.00,7.01,,,
gospels,gospels,0.45,Noun,7,7,2,gospel,,,8.00,1.00,,8.81,,7.88
gossiped,gossiped,0.10,Verb,8,6,2,gossip,,,9.16,1.00,,,,8.79
gossiping,gossiping,0.75,Verb,9,7,3,gossip,,,9.16,1.00,,,,8.79
gossips,gossips,0.25,Noun,7,6,2,gossip,,,9.16,1.00,,,,8.79
got,got,3306.49,Verb,3,3,1,get,,,3.17,1.00,4.80,,3.95,
gotten,gotten,54.27,Verb,6,5,2,get,,,3.17,1.00,4.80,,3.95,
gouged,gouged,0.29,Verb,6,4,1,gouge,,,10.16,1.00,,,11.08,
gougers,gougers,0.04,Noun,7,5,2,gouger,,,12.40,0.79,,,,
gouges,gouges,0.14,Noun,6,5,2,gouge,,,10.16,1.00,,,11.08,
gouging,gouging,0.35,Verb,7,5,2,gouge,,,10.16,1.00,,,11.08,
gourds,gourds,0.10,Noun,6,5,1,gourd,,,10.65,0.94,,,11.17,
gourmets,gourmets,0.08,Noun,8,6,2,gourmet,,,9.95,1.00,,,,10.22
gouts,gouts,0.04,Noun,5,4,1,gout,,,13.65,0.94,,,,
governed,governed,0.98,Verb,8,6,2,govern,,,9.53,1.00,,10.45,,9.94
governesses,governesses,0.08,Noun,11,9,4,governess,,,12.89,0.90,,,,
governments,governments,3.10,Noun,11,9,3,government,,,8.50,1.00,,8.98,,
governors,governors,0.55,Noun,9,7,3,governor,,,8.47,1.00,,,,
governs,governs,0.29,Verb,7,6,2,govern,,,9.53,1.00,,10.45,,9.94
gowning,gowning,0.02,Verb,7,5,2,gown,,,6.16,1.00,7.53,,7.77,
gowns,gowns,1.86,Noun,5,4,1,gown,,,6.16,1.00,7.53,,7.77,
goys,goys,0.02,Noun,4,4,2,goy,,,15.67,0.33,,,,
grabbed,grabbed,13.33,Verb,7,5,1,grab,,,5.37,1.00,,6.07,5.68,
grabbers,grabbers,0.06,Noun,8,6,2,grabber,,,8.24,0.94,,,,
