"downloaded","language","form","form_type","data_id","child_id","age","measure","vocab","n","first_administration","monolingual","typically_developing"
2023-11-30,"English (American)","WG","WG",193407,82646,14,"comprehension",28,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193413,82652,14,"comprehension",41,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193414,82653,14,"comprehension",213,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193422,82661,14,"comprehension",114,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193433,82672,14,"comprehension",160,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193448,82687,14,"comprehension",51,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193457,82696,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193465,82704,14,"comprehension",109,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193466,82705,14,"comprehension",280,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193486,82725,14,"comprehension",28,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193495,82734,14,"comprehension",55,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193504,82743,14,"comprehension",159,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193510,82749,14,"comprehension",159,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193518,82757,14,"comprehension",75,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193537,82776,14,"comprehension",152,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193545,82784,14,"comprehension",153,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193548,82787,14,"comprehension",90,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193550,82789,14,"comprehension",79,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193557,82796,14,"comprehension",44,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193562,82799,14,"comprehension",152,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193564,82800,14,"comprehension",73,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193587,82812,14,"comprehension",14,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193629,82833,14,"comprehension",17,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193637,82837,14,"comprehension",42,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193643,82840,14,"comprehension",26,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193649,82843,14,"comprehension",75,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193659,82848,14,"comprehension",22,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193680,82859,14,"comprehension",259,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193740,82889,14,"comprehension",96,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193756,82897,14,"comprehension",297,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193770,82904,14,"comprehension",206,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193776,82907,14,"comprehension",86,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193782,82910,14,"comprehension",125,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193794,82916,14,"comprehension",56,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193802,82920,14,"comprehension",92,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193809,82924,14,"comprehension",84,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193810,4055,14,"comprehension",112,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193813,82926,14,"comprehension",38,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193817,82928,14,"comprehension",134,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193827,82933,14,"comprehension",396,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193829,82934,14,"comprehension",240,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193832,4066,14,"comprehension",65,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193838,4069,14,"comprehension",36,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193840,4070,14,"comprehension",148,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193841,82940,14,"comprehension",54,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193849,82944,14,"comprehension",293,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193853,82946,14,"comprehension",98,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193876,4088,14,"comprehension",2,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193885,82962,14,"comprehension",38,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193887,82963,14,"comprehension",136,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193928,82984,14,"comprehension",37,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193966,83003,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193970,83005,14,"comprehension",107,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",193997,83019,14,"comprehension",219,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194011,83026,14,"comprehension",22,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194055,83048,14,"comprehension",103,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194063,83052,14,"comprehension",150,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194070,4184,14,"comprehension",149,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194074,4186,14,"comprehension",145,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194078,4188,14,"comprehension",106,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194079,83060,14,"comprehension",51,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194082,4190,14,"comprehension",120,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194118,83080,14,"comprehension",94,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194127,4212,14,"comprehension",181,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194131,4214,14,"comprehension",240,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194140,83091,14,"comprehension",396,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194142,83092,14,"comprehension",31,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194153,4225,14,"comprehension",139,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194159,4228,14,"comprehension",243,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194183,4240,14,"comprehension",243,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194189,4243,14,"comprehension",268,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194217,4257,14,"comprehension",90,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194222,83132,14,"comprehension",64,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194223,4260,14,"comprehension",56,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194241,83142,14,"comprehension",82,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194259,83151,14,"comprehension",15,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194262,4279,14,"comprehension",102,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194276,4286,14,"comprehension",170,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194278,4287,14,"comprehension",210,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194280,4288,14,"comprehension",125,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194284,4290,14,"comprehension",80,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194285,83164,14,"comprehension",12,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194292,4294,14,"comprehension",150,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194297,83170,14,"comprehension",211,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194298,4297,14,"comprehension",194,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194300,4298,14,"comprehension",194,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194315,83179,14,"comprehension",191,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194334,83189,14,"comprehension",25,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194341,4318,14,"comprehension",217,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194345,4320,14,"comprehension",44,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194347,4321,14,"comprehension",176,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194361,4328,14,"comprehension",243,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194367,4331,14,"comprehension",179,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194384,83214,14,"comprehension",231,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194388,83216,14,"comprehension",25,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194393,4344,14,"comprehension",140,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194397,4346,14,"comprehension",35,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194400,83222,14,"comprehension",93,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194403,4349,14,"comprehension",151,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194443,4369,14,"comprehension",227,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194470,83257,14,"comprehension",58,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194490,83267,14,"comprehension",42,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194502,4398,14,"comprehension",138,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194513,83279,14,"comprehension",58,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194530,4412,14,"comprehension",161,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194535,83290,14,"comprehension",115,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194536,4415,14,"comprehension",5,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194548,4421,14,"comprehension",256,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194550,4422,14,"comprehension",84,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194563,83304,14,"comprehension",236,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194576,4435,14,"comprehension",192,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194578,4436,14,"comprehension",184,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194581,83313,14,"comprehension",61,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194582,4438,14,"comprehension",68,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194588,4441,14,"comprehension",150,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194599,4446,14,"comprehension",203,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194615,4454,14,"comprehension",211,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194620,83333,14,"comprehension",136,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194623,4458,14,"comprehension",173,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194625,4459,14,"comprehension",86,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194627,4460,14,"comprehension",321,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194629,4461,14,"comprehension",95,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194631,4462,14,"comprehension",125,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194633,4463,14,"comprehension",203,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194635,4464,14,"comprehension",159,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194636,83341,14,"comprehension",395,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194637,4465,14,"comprehension",234,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194639,4466,14,"comprehension",58,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194641,4467,14,"comprehension",262,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194650,83348,14,"comprehension",236,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194680,83363,14,"comprehension",25,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194684,83365,14,"comprehension",284,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194694,83370,14,"comprehension",44,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194712,4502,14,"comprehension",185,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194768,4530,14,"comprehension",178,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194771,83409,14,"comprehension",70,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194788,4540,14,"comprehension",86,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194796,4544,14,"comprehension",60,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194811,83429,14,"comprehension",60,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194812,4552,14,"comprehension",190,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194823,83435,14,"comprehension",36,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194835,83441,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194851,83449,14,"comprehension",381,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194872,4582,14,"comprehension",203,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194873,83460,14,"comprehension",395,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194904,83476,14,"comprehension",212,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194908,83478,14,"comprehension",101,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194924,83486,14,"comprehension",155,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194954,83501,14,"comprehension",90,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194971,4631,14,"comprehension",42,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194981,4636,14,"comprehension",109,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194984,83516,14,"comprehension",53,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194990,83519,14,"comprehension",232,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",194996,83522,14,"comprehension",71,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195000,83524,14,"comprehension",136,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195028,83538,14,"comprehension",137,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195029,4660,14,"comprehension",129,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195031,4661,14,"comprehension",44,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195033,4662,14,"comprehension",94,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195035,4663,14,"comprehension",110,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195037,4664,14,"comprehension",77,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195039,4665,14,"comprehension",130,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195060,83554,14,"comprehension",66,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195076,83562,14,"comprehension",25,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195082,4686,14,"comprehension",137,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195084,4687,14,"comprehension",87,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195086,4688,14,"comprehension",54,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195088,4689,14,"comprehension",57,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195091,83570,14,"comprehension",36,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195101,83575,14,"comprehension",301,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195102,4696,14,"comprehension",125,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195114,4702,14,"comprehension",41,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195134,4712,14,"comprehension",217,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195135,83592,14,"comprehension",187,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195137,83593,14,"comprehension",121,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195149,83599,14,"comprehension",221,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195159,83604,14,"comprehension",136,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195170,4730,14,"comprehension",123,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195171,83610,14,"comprehension",306,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195174,4732,14,"comprehension",77,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195175,83612,14,"comprehension",390,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195176,4733,14,"comprehension",66,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195187,83618,14,"comprehension",26,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195218,4754,14,"comprehension",11,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195219,83634,14,"comprehension",41,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195220,4755,14,"comprehension",115,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195226,4758,14,"comprehension",314,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195227,83638,14,"comprehension",185,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195257,4773,14,"comprehension",89,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195264,83657,14,"comprehension",41,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195282,83666,14,"comprehension",26,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195298,83674,14,"comprehension",186,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195316,83683,14,"comprehension",57,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195320,83685,14,"comprehension",84,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195328,83689,14,"comprehension",98,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195332,83691,14,"comprehension",13,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195335,4812,14,"comprehension",79,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195337,4813,14,"comprehension",67,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195338,83694,14,"comprehension",92,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195355,83703,14,"comprehension",124,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195357,83704,14,"comprehension",52,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195394,4841,14,"comprehension",23,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195395,83723,14,"comprehension",99,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195401,83726,14,"comprehension",135,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195418,4853,14,"comprehension",125,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195429,83740,14,"comprehension",96,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195430,4859,14,"comprehension",128,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195437,83744,14,"comprehension",193,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195439,83745,14,"comprehension",40,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195441,83746,14,"comprehension",214,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195452,83752,14,"comprehension",36,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195461,4874,14,"comprehension",123,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195463,4875,14,"comprehension",172,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195473,4880,14,"comprehension",395,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195476,83764,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195479,4883,14,"comprehension",13,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195483,4885,14,"comprehension",38,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195485,4886,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195487,4887,14,"comprehension",13,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195503,4895,14,"comprehension",367,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195513,4900,14,"comprehension",114,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195514,83783,14,"comprehension",54,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195522,83787,14,"comprehension",36,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195528,83790,14,"comprehension",83,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195530,83791,14,"comprehension",333,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195537,4912,14,"comprehension",23,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195540,83796,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195544,83798,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195547,4917,14,"comprehension",34,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195548,83800,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195549,4918,14,"comprehension",140,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195552,83802,14,"comprehension",174,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195558,83805,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195560,83806,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195567,83810,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195573,83813,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195576,4931,14,"comprehension",38,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195578,4932,14,"comprehension",3,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195591,83822,14,"comprehension",0,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195614,4950,14,"comprehension",83,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195618,4952,14,"comprehension",70,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195647,4966,14,"comprehension",154,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195653,4969,14,"comprehension",108,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195668,83861,14,"comprehension",61,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195673,4979,14,"comprehension",235,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195719,5002,14,"comprehension",41,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195721,5003,14,"comprehension",106,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195725,5005,14,"comprehension",44,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195737,5011,14,"comprehension",68,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",195916,84066,14,"comprehension",58,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196257,84407,14,"comprehension",35,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196260,84410,14,"comprehension",166,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196263,84413,14,"comprehension",80,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196265,84415,14,"comprehension",70,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196267,84417,14,"comprehension",240,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196269,84419,14,"comprehension",24,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196272,84422,14,"comprehension",8,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196275,84425,14,"comprehension",157,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196277,84427,14,"comprehension",136,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196278,84428,14,"comprehension",105,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196279,84429,14,"comprehension",64,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196280,84430,14,"comprehension",35,3676,TRUE,TRUE,TRUE
2023-11-30,"English (American)","WG","WG",196289,84439,14,"comprehension",174,3676,TRUE,TRUE,TRUE
